Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q4,Q5,Q7,Q7_13_TEXT,Q9,Q9_ELAB,Q10_NL,Q10_NL_2_TEXT,Q10_BE,Q10_BE_2_TEXT,Q10_OTHER,Q10_OTHER_2_TEXT,Q10_ELAB,Q11_NL,Q11_NL_2_TEXT,Q11_BE,Q11_BE_2_TEXT,Q11_OTHER,Q11_OTHER_2_TEXT,Q11_ELAB,Q12_CanonSize,Q12_CanonSize_5_TEXT,Q12_A_CanonOral,Q13,Q14,Q14_ELAB,Q15,Q15_ELAB,Q12_B_CanonMultiple,Q12_B_ELAB,Q16,Q16_EX_1,Q16_EX_2,Q16_EX_3,Q16_ELAB,Q17,Q17_EX_1,Q17_EX_2,Q17_EX_3,Q17_ELAB,QPERS_GENDER,QPERS_BIRTH_COUNTRY,QPERS_LANG,QPERS_EDU,QPERS_LING_JOB,QPERS_READING,Q53,Q55,QPERS_IDEAS,QPERS_ORIGIN,QPERS_COMPLAIN,QPERS_AGE,Q10,Q11,Q9num,Q9numopp,Q10num,Q10numopp,Q11num,Q11numopp,Q7binary,Q13dialoog,Q13educatief,Q13elitair,Q13ouderwets,Q13reflectie,Q13fundament,Q13anders
100,794,TRUE,2022-05-19 03:30:34,R_2rAdOAT8XNXtJ0f,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Het jongensuur - Andreas Burnier,Eenzaam avontuur -Anna Blaman,De ondergang van de familie Boslowits - Gerard Reve,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),een klassieke tekst in herspelde, hertaalde of verstripte versie",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,100 werken,NA,Neutraal,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving",Helemaal eens,NA,Helemaal eens,NA,Helemaal eens,NA,Helemaal eens,Gebroken wit - Astrid Roemer,Winarta - Basuki Gunawan,Kollektief - Edgar Cairo,NA,Helemaal eens,NA,NA,NA,NA,Man,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,40,Ja,Ja,NA,NA,NA,46,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Digitaal,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,een aanzet tot reflectie en een bron voor debat,een fundament van een collectief cultureel geheugen,0
100,633,TRUE,2022-05-19 03:30:49,R_1LB8GwvXpbTlrIF,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Max Havelaar - Multatuli,Donkere kamer van Damocles - W.F. Hermans,Kaas - Willem Elsschot,Marcel - Erwin Mortier,Vanden Vos Reynaerde,Vondel,Eline Vere - Couperus,Guido Gezelle,Harry Mulisch,Sprakeloos - tom lanoye,W.f. Hermans,NA,NA,Multatuli,Max Havelaar,"een klassieke tekst in de oorspronkelijke (boek)vorm,aandacht in de publieke ruimte (straatnamen, straatpoëzie, standbeelden …),het onderwijs (bijv. het vak Nederlands in het voortgezet/secundair onderwijs)",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",Zeker in het onderwijs is een (lichte) dwang soms noodzakelijk.,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen",NA,"Plus est en vous, elk onderwijsniveau moet dit aanbieden.",NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen",NA,NA,50 werken,NA,Eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een educatief instrument",Beetje eens,NA,Helemaal eens,NA,Helemaal oneens,NA,Helemaal eens,Max havelaar - multatuli,Jef geeraerts,NA,NA,Helemaal eens,Thea Beckman,NA,NA,NA,Man,België,Nederlands,Hoger onderwijs (universitair),...niet met taal bezig,20,NA,NA,NA,Twitter,NA,37,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,0,een educatief instrument,0,0,0,een fundament van een collectief cultureel geheugen,0
100,688,TRUE,2022-05-19 03:30:56,R_2aDoOjymUPyjNPm,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",het dagboek van Anne Frank,nooit meer slapen - W.F. Hermans,De avonden - Gerard Reve,De aanslag - Harry Mulisch,Max Havelaar - Multatuli,De leeuw van Vlaanderen - Hendrik Conscience,De Kapellekensbaan - Louis Paul Boon,Het verdriet van Belgie - Hugo Claus,Oeroeg - Hella Haasse,NA,Wij slagen van Suriname - Anton de Kom,vanden Vos Reynaerde,Anna Blaman,Hugo Claus,De Leeuw van Vlaanderen,"het lezen van een literatuurgeschiedenis,een werk met een literatuurhistorisch onderwerp, zoals een biografie,websites als literatuurgeschiedenis.org; literairecanon.be",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst","een overzicht bieden zonder het verplichte aspect erbij, geen dwang, werkt averechts","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,50 werken,NA,Helemaal eens,"...een fundament van een collectief cultureel geheugen,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving,...een educatief instrument",Beetje eens,NA,Eens,NA,Helemaal eens,graag wel met het bijkomend advies binnen de leerplannen om aandacht te schenken aan deze canons,Helemaal eens,"Anton de Kom, wij slaven van Suriname",Arion - Dubbelspel,NA,NA,Eens,Annie M.G. Schmidt - Pluk,Het boek van alle dingen - Guus Kuijer,Koning van Katoren - Terlouw,NA,Man,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,15,Ja,Nee,"werken met vertalingen naar andere talen, ook kleinere talen. Samenwerking via IVN, neerlandistiek extra muros",Prof. Yra van Dijk,NA,37,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,een educatief instrument,0,0,een aanzet tot reflectie en een bron voor debat,een fundament van een collectief cultureel geheugen,0
100,454,TRUE,2022-05-19 03:33:36,R_28RMBdWtxZlPIby,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Reinaert - Willem die Madoc maekte,Karel ende Elegast,De avonden - Gerard Reve,Oeroeg - Hella Haasse,Het verdriet van België - Hugo Claus,Visoenen - Hadewijch,NA,NA,NA,NA,Eva - Carry van Bruggen,Elias of het gevecht met de nachtegalen - Maurice Gilliams,NA,NA,NA,"een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),het lezen van een literatuurgeschiedenis,het onderwijs (bijv. het vak Nederlands in het voortgezet/secundair onderwijs)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst","Als je als tiener weinig leest is het volgens mij echt geen goed idee om verplicht te worden om een klassieker te lezen, want die boeken zijn moeilijker en ""saaier""",NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,Wel met keuze,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,100 werken,NA,Beetje eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een educatief instrument,...elitair en niet inclusief",Helemaal eens,NA,Helemaal eens,NA,Eens,Dat zorgt natuurlijk wel voor een divergentie en dus minder geloofwaardigheid,Helemaal eens,Dubbelspel - Frank Martinus Arion,Ingrid Jonker,NA,NA,Beetje eens,Annie M.G. Schmidt,NA,NA,NA,Vrouw,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,60,Nee,Ja,NA,Twitter,NA,22,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Digitaal,0,een educatief instrument,elitair en niet-inclusief,0,0,een fundament van een collectief cultureel geheugen,0
100,733,TRUE,2022-05-19 03:34:08,R_3RxeQ3RvGrpHt1S,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Oorlogswinter - Jan Terlouw,Kruistocht in Spijkerbroek - Thea Beckman,Max Havelaar - Multatuli,Sprakeloos - Tom Lanoye,Trofee - Gaea Schoeters,Wil - Jeroen Olyslaeghers,Oorlog en Terpentijn - Stefan Hertmans,Het Achterhuis - Anne Frank,NA,NA,Het Achterhuis - Anne Frank,Max Havelaar - Multatuli,NA,NA,NA,een klassieke tekst in de oorspronkelijke (boek)vorm,NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",Verplichte leeslijsten leiden vaak tot afkeer van lezen bij jongeren. Beter lijkt me om hen via eigen keuze plezier te laten krijgen in lezen. Dit gecombineerd met klassikaal lezen van een klassieker.,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen",Beetje eens,NA,Beetje eens,NA,Oneens,NA,Beetje eens,NA,NA,NA,NA,Helemaal eens,Jan Terlouw,Thea Beckman,NA,NA,Man,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,10,Nee,Ja,NA,NA,NA,47,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,581,TRUE,2022-05-19 03:36:23,R_1GQcznwkLtN07AD,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Hebban olla vogalas,Klaartje wat heeft er u hartje verlept,De Beatrijs,Kaas - Elschot,De Bourgondiërs,Het verdriet van België,Marieke Lucas Rijnevelt,De avonden,leven en dood in den ast,van Ostaijen,Kinderliedjes en -rijmpjes,Annie MG SChmidt,Erik Bomans,Vondel,Anna Bijns,"een klassieke tekst in de oorspronkelijke (boek)vorm,literaire events (festivals, leesclubs …)",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen",NA,Daarvoor moet je de leerkrachten ook goed opleiden.,25 werken,NA,Helemaal eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen",Helemaal eens,NA,Neutraal,NA,Helemaal eens,NA,Oneens,NA,NA,NA,NA,Eens,Annie MG Schmidt,NA,NA,NA,Vrouw,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,12,Nee,Ja,NA,NA,NA,62,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,1375,TRUE,2022-05-19 03:37:26,R_12l3oECubJiJI2v,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Van den Vos Reynaerde,Liederen - Hadewijch,Ghijsbregt van Aemstel - Joost van den Vondel,Spaanschen Brabander - G.A. Bredero,Max Havelaar - Multatuli,"Gedichten, Gezangen en Gebeden - Guido Gezelle",Mei - Herman Gorter,Bezette Stad - Paul van Ostaijen,Nieuwe Gedichten - M. Nijhoff,Lijmen/Het Been - Willem Elsschot,Ivoren wachters - S. Vestdijk,Camera Obscura - Hildebrand,Celibaat - Gerard Walschap,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),een werk met een literatuurhistorisch onderwerp, zoals een biografie",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst","Leeslijst wel verplichten (d.w.z. leerlingen lezen verplicht een aantal ""klassieke"" boeken), maar vrijheid laten in de invulling en begeleiding daarbij bieden.",NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,Geen mening,NA,Neutraal,Anders:,Eens,NA,Eens,NA,Helemaal eens,"Dit is geen stelling waarmee je het eens of oneens kan zijn, maar een onomstootbaar literair-historisch feit. Wie zou beweren dat dat niet ""kan"" heeft misschien wel een mening, maar ook een gebrek aan kennis van zaken. Deze vraag (en andere vragen in deze enquête) lijkt (lijken) ervan uit te gaan dat de Nederlandstalige gemeenschap een min of meer formeel vastgelegde lijst zou willen of moeten hebben die ze dan haar ""literaire canon"" noemt. Dat lijkt me een misverstand. Zo'n lijst komt vanzelf tot stand in het literaire discours en neemt daarbij lang niet altijd de vorm van een lijstje aan. Het staat allerlei mensen en instanties natuurlijk vrij om zo'n lijst te maken (van 10, 25, 50, 100 werken of desnoods van 1 werk of van 1000), maar de aanpak daarvan en het aantal titels hangt af van de doelstellingen van zo'n lijst. En daarmee zijn we weer bij het antwoord op deze stelling.",Eens,Dubbelspel - Frank Martinus Arion,Het eind van de kaart - Albert Helman,Wij slaven van Suriname - Anton de Kom,NA,Eens,Kleine Gedigten voor Kinderen - Hieronymus van Alphen,Pluk van de Petteflet - Annie M.G. Schmidt,NA,NA,Man,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,100,Ja,Ja,NA,NA,NA,45,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Digitaal,0,0,0,0,0,0,anders...
100,193,TRUE,2022-05-19 03:40:16,R_9HatDYun8zTq6nn,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",De donkere kamer van Damokles - WF Hermans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brusselmans,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),het onderwijs (bijv. het vak Nederlands in het voortgezet/secundair onderwijs)",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Helemaal oneens,"...een fundament van een collectief cultureel geheugen,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving,...een educatief instrument",Oneens,NA,Oneens,NA,Beetje eens,NA,Beetje eens,NA,NA,NA,NA,Beetje eens,NA,NA,NA,NA,Man,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,20,Nee,Ja,NA,NA,NA,24,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Digitaal,een aanzet tot dialoog over literatuur en literatuurbeleving,een educatief instrument,0,0,een aanzet tot reflectie en een bron voor debat,een fundament van een collectief cultureel geheugen,0
100,2253,TRUE,2022-05-19 03:41:00,R_eIBLhPUaVw7QYmJ,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Karakter - Bordewijk,Max Havelaar - Multatuli,Chaos en Rumoer - Zwagerman,De Avonden - Reve,Nooit meer slapen - Reve,Het Bureau - Voskuil,Bezette Stad - Van Ostaijen,Roman van Limborch - Anoniem,Rachels Rokje - Mutsaers,"Nescio - De Uitvreter, Titaantjes, Dichtertje",Roman van Limborch - Anoniem,Een Coquette Vrouw - Carry van Bruggen,Verfhuid - Peper,Bordewijk,Van den Vos Reynaerde,"een klassieke tekst in de oorspronkelijke (boek)vorm,een klassieke tekst in herspelde, hertaalde of verstripte versie,het lezen van een literatuurgeschiedenis",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen",NA,NA,Geen vastgesteld aantal werken,NA,Helemaal eens,"...een inspiratiebron,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving,...een educatief instrument",Eens,NA,Helemaal eens,NA,Helemaal eens,NA,Eens,Wij Slaven van Suriname - De Kom,Mijn Aap Schreit - Helman,Over de Gekte van een Vrouw - Roemer,NA,Helemaal eens,De Dagen van de Bluegrassliefde - Van den Veldel,Pluk van de Pettenflet - Schmidt,Kruistocht in Spijkerbroek - Beckman,NA,Man,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,50,Nee,Ja,NA,NA,NA,26,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,een educatief instrument,0,0,een aanzet tot reflectie en een bron voor debat,0,0
100,1094,TRUE,2022-05-19 03:41:20,R_3R7kTXWEvBoSVfb,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Willem Elsschot,Tonke Dragt,Paul Biegel,Multatuli - Max Havelaar,Betje Wolff & Aagje Deken,Van den vos Reynaerde,Paul van Ostaijen,NA,NA,NA,Paul Biegel,Tonke Dragt,NA,Multatuli,van den vos Reynaerde,"een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),een klassieke tekst in herspelde, hertaalde of verstripte versie,websites als literatuurgeschiedenis.org; literairecanon.be",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst","De leerkracht moet in staat zijn om fragmenten en/of volledige werken verplicht aan te bieden in functie van de voorkennis, achtergrond en vaardigheden van de specifieke leerlingen.",NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,Er moet gekozen worden voor relevante fragmenten uit de oorspronkelijke tekst en (literaire) adaptaties die aansluiten bij de onderwijsvorm en leerlingengroep.,NA,NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)",KSO/ASO,NA,NA,NA,100 werken,NA,Eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een aanzet tot reflectie en een bron voor debat",Beetje eens,"Genderdiversiteit moet in acht worden genomen, met aandacht voor de receptie (in historische en hedendaagse context).",Eens,NA,Helemaal eens,"Aangezien de canon een uiting is van een collectief geheugen, is het logisch dat die verschilt naargelang de gemeenschap waardoor die wordt gedeeld.",Helemaal eens,Anton de Kom?,NA,NA,Hoe confronterend dat ik niet in staat blijk hier titels te suggereren...,Helemaal eens,Paul Biegel - De tuinen van Dorr,Miep Diekmann,Tonke Dragt,NA,Vrouw,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,50,Ja,Ja,NA,Twitter,NA,45,"Ja, voor alle onderwijsrichtingen","Ja, maar alleen voor leerlingen van ...",1,1,2,0,1,1,Digitaal,0,0,0,0,een aanzet tot reflectie en een bron voor debat,een fundament van een collectief cultureel geheugen,0
100,1753,TRUE,2022-05-19 03:51:43,R_SIRLhLtxBWnZIAh,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Karakter - F. Bordewijk,De Uitvreter / Titaantjes / Dichtertje - Nescio,Max Havelaar - Multatuli,Het achterhuis - Anne Frank,Heren van de thee - Hella Haasse,De aanslag - Harry Mulisch,Eenzaam avontuur - Anna Blaman,Advocaat van de hanen - A.F.Th. van der Heijden,Parken en woestijnen - M. Vasalis,Gysbreght van Aemstel - Joost van den Vondel,Een nagelaten bekentenis - Marcellus Emants,Eva - Carry van Bruggen,Bevrijdingsfeest - Simon Vestdijk,W.F. Hermans,Max Havelaar - Multatuli,"een klassieke tekst in de oorspronkelijke (boek)vorm,een werk met een literatuurhistorisch onderwerp, zoals een biografie,literaire events (festivals, leesclubs …)",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst","Lezen van klassiekers heeft meerdere lagen: het gaat niet alleen om de klassiekers zelf, maar ook de confrontatie met ideeën en het aanleren van het vermogen tot diep en geconcentreerd lezen als vaardigheid binnen onze samenleving.","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,De ontwikkeling van de Nederlandse literatuurgeschiedenis hangt nauw samen met de ontwikkeling van onze cultuur en samenleving. Die verbinding en dat inzicht is essentieel.,Geen vastgesteld aantal werken,NA,Eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen",Eens,Een veranderende samenleving kijkt ook anders naar haar geschiedenis. Dit is een kans om 'vergeten klassiekers' vanuit diversiteitsoogpunt naar voren te halen. We kijken met een andere bril en dat moet weerspiegeld worden in de canon.,Helemaal eens,"Onze cultuur is samengesteld uit een grote diversiteit van culturele achtergronden. Juist in een canon is het van belang deze stemmen zichtbaar te maken en te laten horen, en dan niet alleen vanuit het blanke man-perspectief.",Beetje eens,NA,Beetje oneens,NA,NA,NA,NA,Eens,Oorlogswinter - Jan Terlouw,Een brief voor de koning - Tonke Dragt,Oorlog zonder vrienden - Evert Hartman,Jeugdboeken kunnen net zo goed cultuurdragers zijn als literatuur voor volwassenen.,Man,Nederland,Nederlands,Hoger onderwijs (universitair),...niet met taal bezig,50,NA,NA,NA,Twitter,NA,54,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,1780,TRUE,2022-05-19 03:52:44,R_28FJGADim6TlPDr,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Over de gekte van een vrouw - Astrid Roemer,De wetten - Connie Palmen,Schilden van leem - Boelie van Leeuwen,Eenzaam avontuur - Anna Blaman,Blauwe maandagen - Arnon Grunberg,De geschiedenis van mijn seksualiteit - Tobi Lakmaker,Wij slaven van Suriname - Anton de Kom,Bleekers zomer - Mensje van Keulen,Het jongensuur - Andreas Burnier,Koetsier herfst - Charlotte Mutsaers,Carry van Bruggen,Anna Blaman,Belle van Zuylen,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,het lezen van een literatuurgeschiedenis,het onderwijs (bijv. het vak Nederlands in het voortgezet/secundair onderwijs)",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst","Ik ben voor de verplichte leeslijst, omdat ik denk dat het belangrijk is dat leerlingen een veelzijdig beeld krijgen - zonder verplichte leeslijst kan een leerling ervoor kiezen om de hele Tweede Wereldoorlog of koloniale geschiedenis over te slaan, dat lijkt me niet de bedoeling. Wel moet die verplichte leeslijst veelzijdig en divers zijn! Dus: aandacht voor vrouwen, transmensen, mensen van kleur, enzovoorts!","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Neutraal,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving,...een educatief instrument",Helemaal eens,Natuurlijk!!,Helemaal eens,NA,Eens,"Eens, denk ik, maar er moet voorkomen worden dat de ene canon een hoger aanzien krijgt dan de ander: dat een middelbare schooldocent niet zegt 'wij lezen deze canon, de Surinaamse canon stelt niets voor' en zodoende de leerlingen niets meegeeft over de koloniale geschiedenis.",Helemaal eens,Mijn zuster de negerin,Gebroken wit,Wij slaven van Suriname,NA,Helemaal eens,Lampje - Annet Schaap,Hele verhalen van een halve soldaat - Benny Lindelauf,Julian is een zeemeermin,NA,Zeg ik liever niet,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,100,Nee,Ja,NA,Neerlandistiek.nl,NA,21,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,een educatief instrument,0,0,een aanzet tot reflectie en een bron voor debat,een fundament van een collectief cultureel geheugen,0
100,1247,TRUE,2022-05-19 03:54:08,R_1ihuARAuexD5ryt,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Louis Couperus,Vondel,Simon Vestdijk,Hella S. Haasse,Esther Gerritsen,Willem Elsschot,Multatuli - Max Havelaar,Theo Thijssen - Kees de Jongen,Gerard Reve,Beatrijs,Frank Martinus Arion - Dubbelspel,Marcellus Emants - Een nagelaten bekentenis,Jacob Israël de Haan - Pijpelijntjes,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,aandacht in de publieke ruimte (straatnamen, straatpoëzie, standbeelden …)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst","Leesplezier is essentieel, maar het blijft de taak van het onderwijs om een breed aanbod, inclusief klassieken, herhaaldelijk te introduceren, zoals ouders die geduldig hun kinderen spelenderwijs groenten leren eten.","Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)",havo/vwo,NA,NA,NA,NA,"Als ""oud"" het doorslaggevende criterium is om iets een klassieker te noemen, staan de klassiekers te ver van de leefwereld en het taalgebruik van vmbo'ers af. Havisten en vwo'ers moeten hier ten minste kennis van nemen.","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Eens,"...een inspiratiebron,...een aanzet tot reflectie en een bron voor debat,...een educatief instrument",Helemaal eens,Ik ben een paar jaar geleden begonnen met actief streven naar meer genderdiversiteit in mijn eigen leesgedrag - concreet: 50% van de boeken die ik nu lees zijn geschreven door vrouwen. Ik schrok ervan hoe onwennig dit in het begin was en ik zou het iedereen aanraden.,Helemaal eens,NA,Helemaal eens,NA,Helemaal eens,NA,NA,NA,NA,Eens,NA,NA,NA,NA,Man,Nederland,Nederlands,Hoger onderwijs (niet universitair),...niet met taal bezig,30,NA,NA,NA,"Ik kijk vaak op Tzum, klikte door naar Neerlandistiek (waar ik iets minder vaak, maar wel af en toe op kijk) en vond de enquête daar.",NA,26,"Ja, maar alleen voor leerlingen van ...","Ja, voor alle onderwijsrichtingen",1,1,1,1,2,0,Analoog,0,een educatief instrument,0,0,een aanzet tot reflectie en een bron voor debat,0,0
